OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0080187,2022-10-01,CUST039637,Aarav Sharma,P00036,Smart Light Bulb,Toys & Games,Apex,3,387.86,0.3,65.16,2.87,882.54,Credit Card,Delivered,Jacksonville,FL,United States,SELL01741
ORD0080188,2022-05-30,CUST027232,Vikas Singh,P00010,Smartwatch,Electronics,BrightLux,3,103.29,0.05,14.72,2.79,311.89,UPI,Delivered,Chicago,IL,India,SELL00338
ORD0080189,2023-03-03,CUST031042,Vivaan Patel,P00020,Office Chair,Sports & Outdoors,FitLife,4,527.89,0.1,152.03,4.59,2057.02,Credit Card,Delivered,San Antonio,TX,India,SELL00605
ORD0080190,2024-05-31,CUST035735,Neha Joshi,P00039,Graphic Tablet,Sports & Outdoors,NexPro,1,529.86,0.05,40.27,11.86,555.5,Credit Card,Delivered,Seattle,WA,United States,SELL00876
ORD0080191,2024-01-10,CUST046765,Mohit Reddy,P00046,Car Charger,Clothing,NexPro,4,464.77,0.0,0.0,11.04,1870.12,Credit Card,Delivered,Fort Worth,TX,India,SELL00787
ORD0080192,2022-09-09,CUST040014,Priya Joshi,P00038,External HDD 2TB,Toys & Games,ReadMore,1,53.67,0.0,9.66,7.97,71.3,UPI,Pending,Seattle,WA,United States,SELL00411
ORD0080193,2022-09-21,CUST007223,Neha Joshi,P00005,Laptop Sleeve,Clothing,ReadMore,5,29.13,0.05,0.0,0.37,138.74,Credit Card,Shipped,Philadelphia,PA,Australia,SELL00774
ORD0080194,2020-12-11,CUST002748,Rohit Mehta,P00005,Laptop Sleeve,Clothing,CoreTech,3,405.93,0.0,146.13,8.28,1372.2,Net Banking,Delivered,Austin,TX,United Kingdom,SELL00678
ORD0080195,2023-02-13,CUST030473,Simran Reddy,P00023,Cookware Set,Toys & Games,FitLife,5,377.68,0.1,0.0,11.83,1711.39,UPI,Delivered,Indianapolis,IN,Canada,SELL01038
ORD0080196,2024-10-02,CUST020563,Mohit Reddy,P00032,Board Game,Books,Apex,5,189.0,0.0,75.6,9.32,1029.92,Credit Card,Delivered,Dallas,TX,United States,SELL01351
ORD0080197,2024-06-10,CUST024067,Ritika Gupta,P00038,External HDD 2TB,Home & Kitchen,CoreTech,3,497.1,0.05,170.01,9.47,1596.22,Credit Card,Delivered,Austin,TX,United States,SELL01484
ORD0080198,2021-08-02,CUST032544,Vivaan Mehta,P00013,Action Camera,Books,CoreTech,1,562.09,0.05,26.7,2.77,563.46,Debit Card,Delivered,Jacksonville,FL,United States,SELL01422
ORD0080199,2021-09-04,CUST032983,Aarav Gupta,P00034,Desk Organizer,Clothing,HomeEase,2,100.6,0.0,24.14,6.34,231.68,Credit Card,Delivered,Indianapolis,IN,United States,SELL00097
ORD0080200,2021-11-04,CUST016083,Vihaan Patel,P00003,Smartphone Case,Toys & Games,CoreTech,2,333.34,0.1,30.0,14.22,644.23,Net Banking,Delivered,New York,NY,United States,SELL00911
ORD0080201,2020-11-08,CUST026188,Priya Kapoor,P00044,Power Bank 20000mAh,Home & Kitchen,UrbanStyle,3,322.18,0.0,0.0,11.13,977.67,UPI,Delivered,Dallas,TX,United States,SELL01581
ORD0080202,2023-12-15,CUST048919,Aditya Sharma,P00033,Puzzle 1000pc,Books,ReadMore,5,434.02,0.1,156.25,12.37,2121.71,Debit Card,Delivered,Indianapolis,IN,United States,SELL00701
ORD0080203,2024-05-25,CUST021774,Sneha Patel,P00023,Cookware Set,Sports & Outdoors,HomeEase,5,536.12,0.25,100.52,8.73,2119.7,Debit Card,Delivered,Seattle,WA,United States,SELL00149
ORD0080204,2020-06-21,CUST005796,Kabir Mehta,P00012,Noise Cancelling Headphones,Clothing,KiddoFun,1,582.81,0.0,46.62,4.47,633.9,Net Banking,Delivered,Philadelphia,PA,United States,SELL01598
ORD0080205,2023-04-07,CUST048874,Mohit Verma,P00036,Smart Light Bulb,Home & Kitchen,NexPro,3,51.53,0.0,7.73,1.15,163.47,UPI,Shipped,Denver,CO,United States,SELL00111
ORD0080206,2023-01-31,CUST040586,Vikas Patel,P00043,HDMI Cable 2m,Electronics,ReadMore,4,249.44,0.3,55.87,11.23,765.53,UPI,Delivered,Phoenix,AZ,United Kingdom,SELL01316
ORD0080207,2020-08-15,CUST030788,Aarav Kumar,P00030,Dress Shirt,Books,Zenith,4,480.1,0.1,311.1,1.21,2040.67,Net Banking,Delivered,Dallas,TX,United States,SELL01225
ORD0080208,2023-03-02,CUST000591,Ritika Kapoor,P00021,Backpack,Home & Kitchen,KiddoFun,4,100.12,0.0,32.04,8.42,440.94,Cash on Delivery,Delivered,New York,NY,United States,SELL00771
ORD0080209,2024-05-14,CUST013049,Vikas Singh,P00046,Car Charger,Books,KiddoFun,2,507.31,0.0,121.75,9.88,1146.25,Amazon Pay,Delivered,Washington,DC,India,SELL00178
ORD0080210,2024-08-07,CUST041059,Priya Verma,P00002,Bluetooth Speaker,Home & Kitchen,UrbanStyle,4,539.97,0.0,107.99,11.68,2279.55,Credit Card,Cancelled,San Jose,CA,United States,SELL00574
ORD0080211,2023-05-19,CUST043057,Aman Kumar,P00004,USB-C Charger,Sports & Outdoors,ReadMore,3,72.84,0.0,10.93,1.17,230.62,Debit Card,Delivered,Los Angeles,CA,India,SELL01400
ORD0080212,2023-02-06,CUST039468,Ritika Gupta,P00022,Water Bottle,Sports & Outdoors,CoreTech,5,18.01,0.05,4.28,10.76,100.59,UPI,Delivered,Indianapolis,IN,United States,SELL00909
ORD0080213,2020-07-11,CUST029178,Pooja Singh,P00016,Air Fryer,Books,NexPro,2,549.29,0.0,197.74,2.32,1298.64,Credit Card,Delivered,San Antonio,TX,United States,SELL01905
ORD0080214,2023-10-12,CUST004485,Neha Sharma,P00021,Backpack,Home & Kitchen,NexPro,5,180.96,0.25,54.29,4.8,737.69,Net Banking,Delivered,Jacksonville,FL,United States,SELL01891
ORD0080215,2024-09-14,CUST043868,Aman Sharma,P00002,Bluetooth Speaker,Toys & Games,KiddoFun,1,37.64,0.0,1.88,0.07,39.59,Amazon Pay,Delivered,Chicago,IL,India,SELL01593
ORD0080216,2021-06-04,CUST020465,Arjun Verma,P00009,Portable SSD 1TB,Electronics,ReadMore,1,380.69,0.0,45.68,13.51,439.88,Credit Card,Delivered,San Antonio,TX,United States,SELL01363
ORD0080217,2024-07-25,CUST022504,Pooja Joshi,P00034,Desk Organizer,Home & Kitchen,Apex,5,242.28,0.2,0.0,3.32,972.44,Credit Card,Delivered,Austin,TX,India,SELL00385
ORD0080218,2021-03-01,CUST012782,Aditya Reddy,P00013,Action Camera,Clothing,NexPro,3,381.71,0.0,57.26,9.29,1211.68,Net Banking,Cancelled,San Jose,CA,India,SELL00427
ORD0080219,2022-07-30,CUST025487,Anjali Kapoor,P00046,Car Charger,Home & Kitchen,CoreTech,1,501.69,0.15,76.76,2.9,506.1,Net Banking,Delivered,Charlotte,NC,India,SELL01649
ORD0080220,2020-03-14,CUST005854,Kabir Sharma,P00026,Sunglasses,Books,NexPro,2,493.62,0.0,78.98,9.26,1075.48,Credit Card,Delivered,Washington,DC,United States,SELL00543
ORD0080221,2023-01-24,CUST042376,Kabir Patel,P00013,Action Camera,Sports & Outdoors,UrbanStyle,3,498.92,0.0,74.84,14.29,1585.89,Cash on Delivery,Delivered,Washington,DC,Canada,SELL01052
ORD0080222,2023-02-26,CUST002231,Sneha Reddy,P00045,Phone Tripod,Electronics,Zenith,1,490.66,0.0,39.25,13.43,543.34,Credit Card,Shipped,Jacksonville,FL,United States,SELL00954
ORD0080223,2020-12-08,CUST045945,Priya Verma,P00043,HDMI Cable 2m,Clothing,UrbanStyle,2,272.86,0.2,52.39,4.46,493.43,Amazon Pay,Shipped,Fort Worth,TX,United Kingdom,SELL01373
ORD0080224,2021-01-05,CUST044308,Kabir Mehta,P00014,Drone Mini,Clothing,Apex,1,543.75,0.0,65.25,12.43,621.43,Debit Card,Delivered,San Diego,CA,United States,SELL01913
ORD0080225,2021-02-04,CUST044678,Simran Verma,P00028,Jeans,Toys & Games,BrightLux,1,163.74,0.05,12.44,2.56,170.55,UPI,Delivered,Indianapolis,IN,United States,SELL00604
ORD0080226,2022-06-02,CUST018945,Sunita Patel,P00012,Noise Cancelling Headphones,Electronics,HomeEase,1,194.85,0.0,15.59,1.04,211.48,Net Banking,Delivered,Seattle,WA,United States,SELL01678
ORD0080227,2020-08-09,CUST022958,Vihaan Sharma,P00027,Winter Jacket,Home & Kitchen,Zenith,4,499.24,0.25,179.73,2.61,1680.06,Credit Card,Pending,Houston,TX,United States,SELL00872
ORD0080228,2021-10-01,CUST011131,Aman Sharma,P00038,External HDD 2TB,Books,Zenith,1,463.29,0.0,23.16,6.57,493.02,Credit Card,Delivered,Charlotte,NC,Canada,SELL00402
ORD0080229,2024-03-15,CUST023978,Sneha Mehta,P00021,Backpack,Electronics,Zenith,2,255.08,0.0,91.83,1.85,603.84,Credit Card,Delivered,Denver,CO,United States,SELL01312
ORD0080230,2022-05-08,CUST012530,Aman Singh,P00020,Office Chair,Electronics,KiddoFun,3,441.01,0.0,105.84,5.7,1434.57,Amazon Pay,Pending,Austin,TX,United States,SELL01914
ORD0080231,2024-03-08,CUST026322,Aditya Patel,P00021,Backpack,Home & Kitchen,NexPro,1,424.44,0.0,50.93,13.79,489.16,Net Banking,Delivered,Jacksonville,FL,Canada,SELL01863
ORD0080232,2023-09-20,CUST042673,Vikas Kumar,P00032,Board Game,Home & Kitchen,Apex,5,81.86,0.0,32.74,1.35,443.39,UPI,Delivered,Dallas,TX,United States,SELL01349
ORD0080233,2021-01-08,CUST006756,Rohit Joshi,P00027,Winter Jacket,Sports & Outdoors,CoreTech,3,38.81,0.2,4.66,6.67,104.47,Debit Card,Delivered,San Antonio,TX,United States,SELL01224
ORD0080234,2024-02-18,CUST039130,Sunita Joshi,P00045,Phone Tripod,Clothing,BrightLux,2,55.39,0.0,8.86,6.58,126.22,Credit Card,Delivered,Washington,DC,United States,SELL00480
ORD0080235,2022-10-27,CUST042018,Mohit Joshi,P00019,LED Desk Lamp,Sports & Outdoors,Apex,3,273.47,0.0,65.63,14.4,900.44,Credit Card,Delivered,San Jose,CA,United States,SELL00555
ORD0080236,2022-01-06,CUST023268,Ritika Reddy,P00046,Car Charger,Books,CoreTech,2,197.14,0.15,26.81,0.78,362.73,Debit Card,Delivered,Austin,TX,United States,SELL00174
ORD0080237,2023-11-13,CUST003001,Ritika Verma,P00046,Car Charger,Electronics,FitLife,4,342.28,0.1,147.86,4.79,1384.86,UPI,Delivered,Columbus,OH,United States,SELL00450
ORD0080238,2021-03-11,CUST040977,Sunita Kapoor,P00014,Drone Mini,Toys & Games,Zenith,1,115.97,0.15,0.0,6.02,104.59,Credit Card,Delivered,Austin,TX,India,SELL01855
ORD0080239,2023-02-13,CUST048985,Anjali Sharma,P00023,Cookware Set,Books,Zenith,3,110.1,0.0,26.42,1.95,358.67,Credit Card,Delivered,Phoenix,AZ,United States,SELL00004
ORD0080240,2023-01-31,CUST008895,Aarav Sharma,P00046,Car Charger,Clothing,Zenith,2,131.04,0.05,12.45,2.54,263.97,Credit Card,Delivered,Denver,CO,United States,SELL01550
ORD0080241,2022-01-07,CUST023800,Sneha Kapoor,P00032,Board Game,Clothing,UrbanStyle,3,265.19,0.15,0.0,13.79,690.02,Cash on Delivery,Delivered,Indianapolis,IN,United States,SELL00624
ORD0080242,2021-07-18,CUST012093,Sneha Sharma,P00028,Jeans,Clothing,FitLife,5,33.01,0.15,11.22,13.52,165.03,Credit Card,Delivered,Los Angeles,CA,United States,SELL00602
ORD0080243,2022-10-23,CUST021307,Rohit Singh,P00018,Vacuum Cleaner,Books,Zenith,3,501.49,0.05,71.46,9.82,1510.53,Debit Card,Delivered,San Francisco,CA,United States,SELL01052
ORD0080244,2021-06-27,CUST043599,Sneha Singh,P00032,Board Game,Sports & Outdoors,FitLife,5,318.01,0.15,243.28,8.43,1603.25,Amazon Pay,Pending,Philadelphia,PA,India,SELL00658
ORD0080245,2024-11-28,CUST015748,Priya Kumar,P00013,Action Camera,Sports & Outdoors,NexPro,1,101.03,0.05,4.8,8.92,109.7,Credit Card,Pending,Chicago,IL,United States,SELL01028
ORD0080246,2023-01-08,CUST020699,Anjali Kapoor,P00008,4K Monitor,Books,Apex,2,183.1,0.25,21.97,9.63,306.25,Debit Card,Shipped,Austin,TX,United States,SELL00589
ORD0080247,2021-09-27,CUST013985,Pooja Singh,P00019,LED Desk Lamp,Home & Kitchen,HomeEase,5,75.43,0.15,25.65,5.86,352.09,Credit Card,Delivered,Dallas,TX,United States,SELL01785
ORD0080248,2022-04-28,CUST012180,Ritika Patel,P00039,Graphic Tablet,Toys & Games,CoreTech,1,311.16,0.05,23.65,10.61,329.86,UPI,Delivered,Chicago,IL,United States,SELL00343
ORD0080249,2022-03-31,CUST042389,Simran Singh,P00016,Air Fryer,Clothing,FitLife,1,421.07,0.0,33.69,2.93,457.69,UPI,Pending,Jacksonville,FL,India,SELL01207
ORD0080250,2021-01-30,CUST004328,Mohit Kapoor,P00044,Power Bank 20000mAh,Books,HomeEase,3,320.2,0.15,97.98,5.85,920.34,UPI,Delivered,San Francisco,CA,United States,SELL00277
ORD0080251,2022-06-10,CUST038185,Priya Sharma,P00010,Smartwatch,Toys & Games,NexPro,2,369.07,0.25,66.43,10.5,630.54,Credit Card,Delivered,Chicago,IL,United States,SELL00271
ORD0080252,2021-01-23,CUST022090,Vikas Joshi,P00030,Dress Shirt,Electronics,HomeEase,2,197.26,0.05,67.46,5.52,447.77,Debit Card,Pending,San Jose,CA,United States,SELL00235
ORD0080253,2023-07-07,CUST007468,Priya Reddy,P00014,Drone Mini,Electronics,HomeEase,2,437.57,0.0,43.76,8.15,927.05,UPI,Delivered,Dallas,TX,United States,SELL01912
ORD0080254,2023-08-28,CUST002240,Sahil Kapoor,P00048,Wireless Charger,Electronics,Zenith,1,489.46,0.1,35.24,7.1,482.85,UPI,Delivered,Denver,CO,India,SELL01160
ORD0080255,2023-09-21,CUST039333,Karan Mehta,P00020,Office Chair,Books,CoreTech,2,522.67,0.2,150.53,12.66,999.46,Credit Card,Delivered,Phoenix,AZ,India,SELL01635
ORD0080256,2023-05-18,CUST038653,Sneha Kumar,P00017,Electric Kettle,Clothing,NexPro,1,426.26,0.0,21.31,7.56,455.13,UPI,Delivered,Los Angeles,CA,United States,SELL00281
ORD0080257,2024-03-14,CUST012570,Sneha Kumar,P00019,LED Desk Lamp,Clothing,UrbanStyle,2,511.46,0.15,104.34,12.84,986.66,Debit Card,Delivered,Washington,DC,Australia,SELL01051
ORD0080258,2021-03-23,CUST001430,Karan Gupta,P00031,Kids Toy Car,Home & Kitchen,NexPro,1,467.8,0.0,84.2,12.74,564.74,UPI,Shipped,San Antonio,TX,United States,SELL00510
ORD0080259,2020-02-14,CUST022824,Sahil Patel,P00033,Puzzle 1000pc,Toys & Games,KiddoFun,2,35.04,0.25,2.63,14.96,70.15,Net Banking,Delivered,Phoenix,AZ,United States,SELL01968
ORD0080260,2021-02-07,CUST021307,Aman Sharma,P00034,Desk Organizer,Electronics,Apex,2,169.97,0.0,27.2,1.38,368.52,Credit Card,Delivered,Denver,CO,United States,SELL00666
ORD0080261,2020-11-04,CUST034866,Rohit Reddy,P00015,Instant Pot,Electronics,CoreTech,4,248.94,0.0,79.66,8.76,1084.18,Net Banking,Delivered,New York,NY,United States,SELL00800
ORD0080262,2024-12-12,CUST044237,Ritika Gupta,P00046,Car Charger,Sports & Outdoors,ReadMore,2,485.74,0.0,48.57,10.72,1030.77,Amazon Pay,Shipped,Columbus,OH,United States,SELL00411
ORD0080263,2020-08-14,CUST045024,Aarav Reddy,P00041,Webcam Full HD,Sports & Outdoors,ReadMore,4,318.55,0.05,60.52,6.85,1277.86,UPI,Pending,Chicago,IL,United States,SELL00892
ORD0080264,2020-12-14,CUST005705,Vikas Kapoor,P00030,Dress Shirt,Books,ReadMore,3,369.4,0.1,79.79,10.88,1088.05,UPI,Shipped,San Antonio,TX,India,SELL00110
ORD0080265,2020-04-22,CUST021477,Sneha Sharma,P00029,T-Shirt,Sports & Outdoors,KiddoFun,3,91.85,0.0,22.04,6.09,303.68,Credit Card,Delivered,Philadelphia,PA,United States,SELL01302
ORD0080266,2022-11-19,CUST028138,Kabir Singh,P00010,Smartwatch,Home & Kitchen,BrightLux,5,220.21,0.05,125.52,12.69,1184.21,Amazon Pay,Shipped,San Diego,CA,United States,SELL00038
ORD0080267,2020-10-02,CUST009728,Karan Gupta,P00038,External HDD 2TB,Sports & Outdoors,UrbanStyle,2,454.56,0.15,38.64,2.42,813.81,Amazon Pay,Delivered,Denver,CO,United States,SELL00616
ORD0080268,2023-10-17,CUST007335,Mohit Patel,P00046,Car Charger,Toys & Games,ReadMore,2,417.84,0.0,0.0,5.76,841.44,Debit Card,Delivered,San Francisco,CA,India,SELL01481
ORD0080269,2021-12-26,CUST047888,Sunita Sharma,P00025,Running Shoes,Sports & Outdoors,FitLife,3,428.51,0.0,154.26,12.43,1452.22,Debit Card,Shipped,San Francisco,CA,United States,SELL01219
ORD0080270,2020-03-27,CUST024394,Kabir Verma,P00042,Projector Mini,Sports & Outdoors,Apex,2,146.49,0.0,14.65,0.49,308.12,Credit Card,Delivered,Indianapolis,IN,United States,SELL00289
ORD0080271,2023-12-30,CUST000394,Priya Patel,P00007,Mechanical Keyboard,Home & Kitchen,BrightLux,1,105.97,0.0,8.48,3.69,118.14,Credit Card,Delivered,Denver,CO,United States,SELL00454
ORD0080272,2022-03-14,CUST027821,Sahil Joshi,P00049,Children's Book,Clothing,BrightLux,2,554.53,0.2,70.98,13.99,972.22,Credit Card,Delivered,Dallas,TX,United Kingdom,SELL01903
ORD0080273,2020-01-22,CUST000858,Sneha Gupta,P00024,Yoga Mat,Sports & Outdoors,HomeEase,3,60.25,0.0,0.0,0.97,181.72,Cash on Delivery,Delivered,Austin,TX,United States,SELL00076
ORD0080274,2021-01-19,CUST016869,Kabir Patel,P00007,Mechanical Keyboard,Clothing,Zenith,3,386.95,0.2,111.44,9.09,1049.21,UPI,Delivered,San Antonio,TX,United States,SELL01199
ORD0080275,2022-11-10,CUST026180,Vihaan Gupta,P00011,Fitness Band,Clothing,FitLife,3,241.75,0.05,34.45,4.69,728.13,Credit Card,Delivered,Charlotte,NC,United States,SELL00463
ORD0080276,2024-09-07,CUST046429,Simran Mehta,P00048,Wireless Charger,Electronics,NexPro,1,498.64,0.0,39.89,6.6,545.13,Amazon Pay,Delivered,Denver,CO,United States,SELL01499
ORD0080277,2021-05-05,CUST005849,Aditya Reddy,P00011,Fitness Band,Clothing,Apex,1,326.34,0.0,26.11,11.01,363.46,Credit Card,Delivered,San Jose,CA,United States,SELL00612
ORD0080278,2024-01-30,CUST025335,Vivaan Gupta,P00003,Smartphone Case,Toys & Games,HomeEase,5,194.85,0.05,111.06,9.76,1046.36,UPI,Shipped,Washington,DC,United States,SELL00441
ORD0080279,2024-01-19,CUST025684,Vihaan Reddy,P00021,Backpack,Books,FitLife,5,13.24,0.0,5.3,8.11,79.61,Net Banking,Shipped,Charlotte,NC,India,SELL00421
ORD0080280,2022-02-11,CUST010991,Neha Reddy,P00047,Memory Card 128GB,Clothing,ReadMore,3,324.94,0.05,111.13,2.81,1040.02,Credit Card,Delivered,Houston,TX,United States,SELL01019
ORD0080281,2022-10-11,CUST006239,Priya Sharma,P00028,Jeans,Home & Kitchen,Apex,1,549.62,0.05,26.11,0.38,548.63,Debit Card,Shipped,San Jose,CA,United States,SELL00277
ORD0080282,2022-06-06,CUST016025,Ritika Sharma,P00037,Router,Sports & Outdoors,Apex,1,336.64,0.1,54.54,0.56,358.08,Debit Card,Delivered,Austin,TX,United States,SELL01793
ORD0080283,2024-08-30,CUST044959,Mohit Singh,P00042,Projector Mini,Toys & Games,HomeEase,3,22.69,0.1,3.06,11.43,75.75,Amazon Pay,Shipped,Phoenix,AZ,United States,SELL00722
ORD0080284,2020-08-08,CUST028345,Aman Kapoor,P00016,Air Fryer,Toys & Games,Zenith,4,84.94,0.05,38.73,10.63,372.13,Credit Card,Shipped,San Antonio,TX,United States,SELL01631
ORD0080285,2024-06-05,CUST015959,Anjali Verma,P00015,Instant Pot,Home & Kitchen,HomeEase,5,6.72,0.0,4.03,7.91,45.54,UPI,Shipped,San Jose,CA,United States,SELL00418
ORD0080286,2021-08-13,CUST002741,Pooja Verma,P00002,Bluetooth Speaker,Electronics,KiddoFun,4,453.17,0.05,0.0,14.33,1736.38,Cash on Delivery,Delivered,Philadelphia,PA,India,SELL00716
ORD0080287,2024-03-01,CUST037841,Vivaan Gupta,P00017,Electric Kettle,Toys & Games,UrbanStyle,1,172.94,0.05,8.21,3.73,176.23,Net Banking,Shipped,San Jose,CA,Australia,SELL00251
ORD0080288,2022-03-23,CUST019650,Aarav Gupta,P00047,Memory Card 128GB,Clothing,BrightLux,5,312.89,0.0,187.73,5.44,1757.62,Credit Card,Delivered,Fort Worth,TX,United States,SELL01995
ORD0080289,2023-03-28,CUST030520,Aman Mehta,P00027,Winter Jacket,Sports & Outdoors,KiddoFun,5,462.22,0.05,109.78,14.78,2320.11,UPI,Delivered,New York,NY,India,SELL01141
ORD0080290,2020-05-22,CUST009282,Arjun Sharma,P00022,Water Bottle,Clothing,NexPro,3,380.93,0.1,51.43,8.09,1088.03,Amazon Pay,Delivered,Austin,TX,United States,SELL00693
ORD0080291,2020-02-14,CUST022235,Arjun Verma,P00049,Children's Book,Toys & Games,ReadMore,2,313.09,0.15,95.81,3.1,631.16,Debit Card,Delivered,Houston,TX,United States,SELL00167
ORD0080292,2021-03-26,CUST008726,Aarav Mehta,P00035,Desk Plant,Books,KiddoFun,1,153.65,0.1,16.59,10.82,165.7,Net Banking,Delivered,Seattle,WA,United States,SELL01538
ORD0080293,2023-06-13,CUST006609,Rohit Joshi,P00035,Desk Plant,Electronics,BrightLux,1,175.15,0.0,8.76,1.4,185.31,Net Banking,Delivered,Philadelphia,PA,United States,SELL00475
ORD0080294,2022-09-30,CUST012725,Vihaan Joshi,P00042,Projector Mini,Electronics,KiddoFun,4,495.09,0.2,79.21,14.2,1677.7,Credit Card,Delivered,Fort Worth,TX,Canada,SELL01824
ORD0080295,2021-11-12,CUST019641,Sunita Kapoor,P00028,Jeans,Toys & Games,NexPro,2,34.04,0.15,4.63,3.35,65.85,Credit Card,Delivered,San Jose,CA,United States,SELL01086
ORD0080296,2023-06-02,CUST014586,Arjun Mehta,P00028,Jeans,Sports & Outdoors,Zenith,4,584.91,0.0,187.17,1.82,2528.63,Credit Card,Delivered,Austin,TX,United States,SELL01953
ORD0080297,2023-12-02,CUST014717,Neha Singh,P00043,HDMI Cable 2m,Sports & Outdoors,KiddoFun,1,274.18,0.0,21.93,14.48,310.59,Credit Card,Delivered,San Jose,CA,United States,SELL01276
ORD0080298,2023-08-10,CUST019973,Aditya Kumar,P00010,Smartwatch,Clothing,BrightLux,3,324.67,0.15,66.23,7.64,901.78,Cash on Delivery,Delivered,Houston,TX,Australia,SELL00969
ORD0080299,2023-07-27,CUST023441,Sunita Kumar,P00009,Portable SSD 1TB,Clothing,HomeEase,1,87.49,0.1,3.94,4.7,87.38,Net Banking,Delivered,San Francisco,CA,India,SELL01895
ORD0080300,2024-06-14,CUST001835,Sahil Mehta,P00043,HDMI Cable 2m,Toys & Games,HomeEase,4,97.36,0.15,59.58,9.75,400.35,Debit Card,Delivered,Seattle,WA,United States,SELL00864
ORD0080301,2023-12-11,CUST037332,Arjun Mehta,P00019,LED Desk Lamp,Toys & Games,NexPro,5,227.62,0.2,72.84,6.78,990.1,UPI,Delivered,San Jose,CA,United Kingdom,SELL01461
ORD0080302,2020-05-26,CUST021980,Ritika Kapoor,P00010,Smartwatch,Toys & Games,UrbanStyle,5,277.6,0.0,111.04,3.86,1502.9,Credit Card,Delivered,Phoenix,AZ,Canada,SELL00293
ORD0080303,2022-03-03,CUST027002,Aditya Kapoor,P00049,Children's Book,Books,Zenith,4,577.26,0.0,115.45,13.74,2438.23,Credit Card,Delivered,Charlotte,NC,United States,SELL00662
ORD0080304,2024-05-24,CUST001676,Vikas Joshi,P00023,Cookware Set,Electronics,Zenith,1,244.71,0.0,19.58,4.43,268.72,Debit Card,Delivered,Charlotte,NC,United States,SELL01547
ORD0080305,2022-09-19,CUST030407,Aman Sharma,P00050,Novel Bestseller,Clothing,UrbanStyle,5,498.64,0.0,124.66,4.52,2622.38,UPI,Delivered,Phoenix,AZ,India,SELL01266
ORD0080306,2022-09-11,CUST033145,Vihaan Reddy,P00043,HDMI Cable 2m,Books,Zenith,1,535.68,0.0,26.78,13.4,575.86,Credit Card,Delivered,San Francisco,CA,United States,SELL01944
ORD0080307,2024-02-03,CUST046904,Rohit Gupta,P00048,Wireless Charger,Toys & Games,ReadMore,4,383.57,0.2,98.19,10.9,1336.51,Amazon Pay,Delivered,Houston,TX,India,SELL01364
ORD0080308,2022-12-08,CUST008901,Simran Mehta,P00038,External HDD 2TB,Clothing,NexPro,2,575.41,0.25,155.36,4.2,1022.68,Debit Card,Delivered,San Diego,CA,United States,SELL00759
ORD0080309,2020-01-17,CUST049437,Sunita Joshi,P00041,Webcam Full HD,Sports & Outdoors,Apex,4,119.93,0.0,38.38,2.19,520.29,UPI,Delivered,Houston,TX,United States,SELL01120
ORD0080310,2020-05-28,CUST040985,Pooja Sharma,P00013,Action Camera,Clothing,CoreTech,1,268.42,0.2,17.18,7.61,239.53,Cash on Delivery,Delivered,Charlotte,NC,Canada,SELL00228
ORD0080311,2024-04-27,CUST021259,Simran Joshi,P00013,Action Camera,Sports & Outdoors,KiddoFun,3,577.21,0.05,82.25,8.35,1735.65,UPI,Delivered,Denver,CO,United States,SELL01399
ORD0080312,2023-05-20,CUST016779,Aman Verma,P00015,Instant Pot,Home & Kitchen,BrightLux,3,270.83,0.0,97.5,12.06,922.05,Credit Card,Delivered,Charlotte,NC,United States,SELL01604
ORD0080313,2024-10-05,CUST007264,Aditya Verma,P00029,T-Shirt,Sports & Outdoors,FitLife,5,553.95,0.0,221.58,5.69,2997.02,Amazon Pay,Cancelled,Houston,TX,United States,SELL00191
ORD0080314,2022-10-12,CUST046374,Aarav Joshi,P00040,Microphone,Home & Kitchen,KiddoFun,5,516.52,0.0,464.87,3.57,3051.04,UPI,Delivered,Dallas,TX,Australia,SELL00814
ORD0080315,2021-12-17,CUST046197,Mohit Mehta,P00021,Backpack,Sports & Outdoors,Zenith,5,288.55,0.0,173.13,9.88,1625.76,Amazon Pay,Delivered,Seattle,WA,United States,SELL00066
ORD0080316,2022-04-29,CUST018002,Rohit Singh,P00014,Drone Mini,Home & Kitchen,ReadMore,5,402.48,0.1,144.89,2.81,1958.86,Amazon Pay,Delivered,Columbus,OH,United States,SELL01682
ORD0080317,2022-07-06,CUST000190,Mohit Patel,P00006,Gaming Mouse,Toys & Games,ReadMore,1,272.48,0.15,18.53,14.55,264.69,Credit Card,Delivered,Washington,DC,Canada,SELL01088
ORD0080318,2022-12-22,CUST025721,Pooja Kapoor,P00048,Wireless Charger,Toys & Games,HomeEase,1,293.4,0.0,14.67,1.95,310.02,Amazon Pay,Delivered,Fort Worth,TX,India,SELL01193
ORD0080319,2024-04-08,CUST037882,Pooja Patel,P00033,Puzzle 1000pc,Books,KiddoFun,2,361.6,0.15,73.77,9.27,697.76,Credit Card,Delivered,Columbus,OH,United States,SELL00109
ORD0080320,2024-04-17,CUST007759,Vivaan Kumar,P00034,Desk Organizer,Home & Kitchen,ReadMore,4,285.31,0.0,57.06,7.11,1205.41,Credit Card,Delivered,Columbus,OH,United States,SELL00928
